item_code,item_name,famille,sous_famille,sous_famille_code,nouveau_code,nouvelle_description
124822395,MOTOR 7.5KW/4P/400V/1500RPM PTC(201) INCLUDED IP55,EL,EL-MO,MO,EL-MO-075-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124822396,MOTOR 5.5KW/4P/400V/1500RPM PTC(101) INCLUDED / IP55,EL,EL-MO,MO,EL-MO-055-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124822397,MOTOR 45 KW/4P/400V/1500RPM PTC(003) INCLUDED / IP55,EL,EL-MO,MO,EL-MO-450-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124900003,10 HP MOTOR-ABB MAKE 380 VOLT SPARE PART FOR TALK POWDER MAC JABHASE-TPMP-500,EL,EL-MO,MO,EL-MO-MOT-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124900004,2 HP MOTOR-ABB MAKE 380 VOLT SPARE PART FOR TALK POWDER MAC JABHASE-TPMP-500,EL,EL-MO,MO,EL-MO-MOT-002,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124900006,0.5HP MOTOR-REMI MAKE 380 VOLT SPARE PART FOR TALK POWDER MAC JABHASE-TPMP-500,EL,EL-MO,MO,EL-MO-5HP-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124900026,CONTACTEUR 24VDC 2NC 17A 3RT1025-1BB40+3RH1921 1CA0,EL,EL-CO,CO,EL-CO-017-001,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
124900028,CONTACTEUR 24VDC 32A 3RT1034 1BB40,EL,EL-CO,CO,EL-CO-032-001,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
124900032,TRANSFORMATEUR 400-230V AC 1600VA TYPE 142586,EL,EL-DI,DI,EL-DI-016-001,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
124900039,RELAIS HCY 24VDC 94.04+55.34.9.024.0094,EL,EL-RE,RE,EL-RE-REL-011,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
124900040,RELAIS CAPTEUR 24VDC KFD2-SR2-EX2W,EL,EL-RE,RE,EL-RE-REL-012,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
124900041,TRANSMETTEUR DE TEMPERATURE ITM121 24VDC,IN,IN-TE,TE,IN-TE-TRA-001,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
124900048,ALIMENTATION MODEL TIS150-122 POWER SUPPLY,EE,EE-CA,CA,EE-CA-ALI-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
124900063,TEMP. CONTROLLER LC-C4 0-399 C RANGE - 0-399 CENTRIGRADE OUTPUT RELAY,EL,EL-RE,RE,EL-RE-RLR-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
124900066,ELGI FILTER ELEMENT PN S0001 AIR FILTER  BMG11-55 ELGI MAKE,HY,HY-FI,FI,HY-FI-ELG-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
124900069,ELGI XD AIRLUBE PN 000998053 LUBE OIL 20 LTR CAN ELGI MAKE,CS,CS-GC,GC,CS-GC-020-001,
124900072,ELGI SOLENOID VALVE 24V DC FOR AUTO DRAIN ATM 0-15 ELGI MAKE,PN,PN-EV,EV,PN-EV-ELG-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
124900073,CP PLC PANASONIC FP-XOL30R CHINA COMBI PACK-WD 150A PANASONIC MAKE PLC,EE,EE-AU,AU,EE-AU-PAN-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
124900074,CP PNU. CYLINDER TN 25X40 BOTTLE PRESSURE LOG MAKE SNLG,HY,HY-VE,VE,HY-VE-025-003,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
124900076,CP PNU. CYLINDER SDA 32X10 FILM SEALING MAKE AIRTEC,ME,ME-JO,JO,ME-JO-032-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
124900077,CP PNU. CYLINDER SU 50X125 BOTTLE PRESSURE LOG MAKE AIRTEC,HY,HY-VE,VE,HY-VE-050-001,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
124900078,CP 24 VDC RELAY MY2N GS RELAY WITH BASE 24VDC MAKE OMRON,EL,EL-RE,RE,EL-RE-VDC-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
124900079,CP SENSOR PR12-4DN AUTONICS PHOTO SENSOR 3 WIRE AUTONICS MAKE,EL,EL-CA,CA,EL-CA-SEN-001,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
124900080,CP SENSOR BR100 DDT AUTONIC PHOTO SENSOR 4 WIRE AUTONICS MAKE,EL,EL-CA,CA,EL-CA-SEN-002,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
124900082,CP ROLLER MOTOR 0.09KW 1400RPM FILM RELEASE COMBIPAK WD-150A MAKE DACHENG ELECTRICAL,EL,EL-MO,MO,EL-MO-001-002,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
124900083,CP HMITK6070IQ SN 151182187 COMBI PAK WD-150A MAKE WEINVIEW CO LTD,EE,EE-HM,HM,EE-HM-HMI-002,ECRAN IHM TACTILE [Taille/Pouces] [Résolution/Type] [Alimentation]
124900084,"CP MOTOR 0.37KW,1.12A,1400 CONVEYOR MOTOR WITH GEAR UNIT MAKE YONGJIA ZHENGDA",ME,ME-EN,EN,ME-EN-004-001,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
124900087,CP NET BELT HEATING TUNNEL COMBI PACK WD 150A,ME,ME-CO,CO,ME-CO-NET-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
124900088,CP HEATING SEALING KNIFE COMBI PACK WD 150A,ME,ME-JO,JO,ME-JO-HEA-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
124900090,FLEXI LDPE PIPE 10MM REPFUME SUPPLY PIPE TALC PLANT,HY,HY-FL,FL,HY-FL-010-001,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
124900091,ELGI160P LUBRICANT OIL OIL FOR AIR COMPRESSOR ELGI AIR LUBE SYNTHETIC,PN,PN-CO,CO,PN-CO-ELG-001,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900092,ELGI160P PM KIT-4000HRS CONSUMABLE P.NO0124744439 AIR COMPRESSOR SPARES PM KIT,PN,PN-CO,CO,PN-CO-ELG-002,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900094,"ELGI AIR OIL SEP B006700770010 EG11-13 , AIR-OIL SEPERATOR FOR ELGI AIR COMPRESSOR",PN,PN-CO,CO,PN-CO-013-001,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900095,"ELGI 160 PRESSURE TRANSDUCER DANFOSS MAKE, 00897902N FOR ELGI COMPRESSOR 160",PN,PN-CO,CO,PN-CO-ELG-003,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900096,ELGI160 TEMP SENSOR018400077 DANFOSS PT1000 TS1 FOR ELGI 160KW SCREWCOMPRESSOR,ME,ME-VI,VI,ME-VI-P10-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
124900098,"200 KW VFD ELGI AIR COMPRESSOR IN:3X380-500V, 50/60 HZ",PN,PN-CO,CO,PN-CO-003-001,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900099,ELGI EG11-13 SUCTION PREFILTER OEM CODE: 015400889 SUCTION PREFILTER ELEMENT,HY,HY-FI,FI,HY-FI-ELG-002,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
124900100,ELGI 11-13 DRIVE COUPLING ELEM OEM CODE: B011201170003 DRIVE COUPLING ELEMENT,IN,IN-VA,VA,IN-VA-ELG-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
124900101,EG11-13 ORING & GASKET KIT 102 OEM CODE:012447699 FOR ELGI EG11-13 AIR COMPRESSR,ME,ME-JO,JO,ME-JO-EG1-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
124900102,ELGI160 PRESURE REGULATOR PRNE OEM CODE: B001501070001 FOR ELGI EG160 COMPRESSOR,PN,PN-RE,RE,PN-RE-ELG-001,REGULATEUR PRESSION [Filetage] [Plage/Bars] [Options: MANOMETRE/FILTRE]
124900103,ELGI160 SERVCE KIT ACTR PISTON OEM CODE: B015401070005 FOR ELGI 160 AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-ELG-004,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900104,ELGI160 MIN PRESSUREVAL KIT3'' OEM CODE: B009301070017 FOR ELGI 160 AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-ELG-005,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900105,ELGI160 DRIVE COUPLING ELEMENT OEM CODE: B005401170007 FOR ELGI 160 AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-ELG-006,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900106,ELGI 160 BLOW DOWN KIT OEM CODE : B009801070050 FOR ELGI 160 AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-ELG-007,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900107,ELGI 11 SERV KIT FOR VVF15 BDV OEM CODE : B009401070003 FOR ELGI 160 AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-ELG-008,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
124900108,ELGI 160 AIR OIL SEPERATOR OEM CODE B006704620010 MODEL ELGI EG 160,CS,CS-GC,GC,CS-GC-160-001,
142441027,COPPER CURRENT COLLECTOR ASSEM,CS,CS-AM,AM,CS-AM-COP-001,
142442013,ENCODER 160430028COUPEUSE TVE,EE,EE-CP,CP,EE-CP-ENC-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142442027,PUSER SENSOR PNPSAMARPAN,EE,EE-CP,CP,EE-CP-PUS-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142442034,TEMPERATURE REGULATOR VT-26 DEVANSHI (VERTEX) FOR SAMARPAN,PN,PN-RE,RE,PN-RE-TEM-001,REGULATEUR PRESSION [Filetage] [Plage/Bars] [Options: MANOMETRE/FILTRE]
142505014,TEMPERATURE CONTROLLER53MC5211,IN,IN-TE,TE,IN-TE-RLR-005,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
142822001,SAFETY MODULE AIR BLEACHER MAKE: ALLENBRADLY MODEL: MSR127R,EE,EE-CA,CA,EE-CA-SAF-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822002,TRANSFORMER AIR BLEACHER NAME TRANSFORMER:MARTIGNONI TRANSFORMER CEI–EN 61558-2-2,CS,CS-SC,SC,CS-SC-TRA-001,
142822004,"CONTROL CABLE, STUR-8 OEM CODE: 2042736,  FOR MAZZONI STAMPER MACHINE",EL,EL-CA,CA,EL-CA-CON-001,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
142822005,"STUR-8 MAIN SERVOMOTOR 7.85KW  30.8NM, 4000RPM,21.6A,480VRMS MODEL SH31402P02F2300",EL,EL-MO,MO,EL-MO-078-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822009,ELECTRONIC SENSOR LIQUIDPRESSU,EE,EE-CP,CP,EE-CP-ELE-002,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822012,SPRINGS FOR VALVES/ LOGYKA 5 A,PN,PN-EV,EV,PN-EV-SPR-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822013,TEFLON BELLOW LIQUIDTIGHTENING,CS,CS-SC,SC,CS-SC-TEF-001,
142822015,"""CLAMP COLLARS BY 1/2"""""""" LOGY",SE,SE-EC,EC,SE-EC-001-001,ECLAIRAGE [Type: LED/Halogènes] [Puissance/W] [Tension/V]
142822020,ELECTROVALVE MAC FORLIQUID VAL,PN,PN-EV,EV,PN-EV-ELE-005,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822021,FESTO MAGNETIC SENSOR LOGYKA 5,EE,EE-CP,CP,EE-CP-FES-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822026,GASKETS FOR LIQUID DEL- VERY N,ME,ME-JO,JO,ME-JO-GAS-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822039,FESTO CYLINDER 32-50 PPV-A CAP,PN,PN-VE,VE,PN-VE-CYL-013,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
142822045,OPTICAL VISUALIZATORELESA FOR,CS,CS-CA,CA,CS-CA-OPT-001,
142822046,BELT FOR CAPS FEEDINGFOR CAPPI,ME,ME-CO,CO,ME-CO-BEL-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822049,FESTO ELECTROVALVE FORPNEUMATI,PN,PN-EV,EV,PN-EV-FES-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822051,BELT FOR STABILIZER 1765X25 FO,ME,ME-CO,CO,ME-CO-BEL-002,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822053,START/STOP LABLE PHOTO-CELL FO,EE,EE-CP,CP,EE-CP-STA-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822058,MODULE PL006A PACKLAB SRL MODULE DE COMMANDE ELECTRONIQ PACKLAB SRL PL006A,EE,EE-CA,CA,EE-CA-MOD-005,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822059,COUNTER MODULE FM350-2: SIMATI SIMATIC S7 DU TYPE: 1P6ES7  350-2AH02-OAEO,EE,EE-CA,CA,EE-CA-COU-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822063,114 MM WIDE CHAIN DRILLEBOTTLE,ME,ME-CH,CH,ME-CH-114-001,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
142822066,ELECTROVALVE REXROTH000151 UNS,PN,PN-EV,EV,PN-EV-ELE-006,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822067,ELECTROVALVE 002143FOR ORIENTO,PN,PN-EV,EV,PN-EV-ELE-007,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822068,ELECTROVALVE 002793FOR ORIENTO,PN,PN-EV,EV,PN-EV-ELE-008,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822070,CYLINDER 004301FOR ORIENTOR-CM,HY,HY-VE,VE,HY-VE-CYL-021,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
142822073,FESTO ELECTROVALVEFOR BOTTLING,PN,PN-EV,EV,PN-EV-FES-002,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822074,MAC ELECTROVALVESFOR BOTTLING,PN,PN-EV,EV,PN-EV-MAC-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822075,TEFLON BELLOWS FOR LIQUID TIGH,CS,CS-SC,SC,CS-SC-TEF-002,
142822076,FLOWMETER CLAMP COLLARSFOR BOT,IN,IN-DE,DE,IN-DE-FLO-001,DEBITMETRE [Type] [Plage Débit] [DN/Raccordement] [Sortie]
142822079,ELECTRONIC SENSOR FORLIQUID PR,EE,EE-CP,CP,EE-CP-ELE-003,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822083,FLOWMETERS CONTROL,IN,IN-DE,DE,IN-DE-FLO-002,DEBITMETRE [Type] [Plage Débit] [DN/Raccordement] [Sortie]
142822084,"""ELECTROVALVES(BODY EX,)FOR LI",PN,PN-EV,EV,PN-EV-ELE-009,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822090,DOORS SAFETY SENSORFOR BOTTLIN,EE,EE-CP,CP,EE-CP-DOO-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822092,STUR-8 FEEDBACK CABLE ART.NO : VW3E2080R100 SERVODRIVE TO MOTOR CABLE,EL,EL-CA,CA,EL-CA-STU-001,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
142822099,CAPS FEEDING BELTFOR CAPPING M,ME,ME-CO,CO,ME-CO-CAP-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822104,COMPLETE CONVEYORS CLAMPFOR CA,SE,SE-EC,EC,SE-EC-COM-001,ECLAIRAGE [Type: LED/Halogènes] [Puissance/W] [Tension/V]
142822105,CAMOZZI REGULATOR FORCAPS ORIE,PN,PN-RE,RE,PN-RE-CAM-001,REGULATEUR PRESSION [Filetage] [Plage/Bars] [Options: MANOMETRE/FILTRE]
142822107,VARIOUS PNEUMATIC MATERIAL + C,PN,PN-RA,RA,PN-RA-VAR-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
142822108,AIR BLEACHER VFD MAKE: ABB 32/27 AMP.,IN,IN-VA,VA,IN-VA-032-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822115,SICK SENSOR FOR ENCODERFOR UNW,EE,EE-CP,CP,EE-CP-SIC-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822118,IFM LABEL CONTROL PHOTO-CELL F,EE,EE-CP,CP,EE-CP-IFM-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822123,SERVO DRIVE MITSUBISHI MELSEC MR-J2S7JH-350A MITSUBISHI SERVODRIVE,IN,IN-VA,VA,IN-VA-SER-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822125,BALLUFF INDUCTIVE SENSORMOD BE,EE,EE-CP,CP,EE-CP-BAL-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822126,FESTO MAGNETIC SENSORFOR CARTO,EE,EE-CP,CP,EE-CP-FES-002,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822128,FESTO ELECTROVALVE COMPLETE WI,PN,PN-EV,EV,PN-EV-FES-003,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822134,ENCODER (PICKING HEAD)FOR CMI,EE,EE-CP,CP,EE-CP-ENC-002,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822135,ENCODER (CONVEYING BLADEMOVEME,EE,EE-CP,CP,EE-CP-ENC-003,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822141,ADHESIVE TAPE CUTTINGBLADE FOR,CS,CS-AM,AM,CS-AM-ADH-001,
142822145,GASKET COD. 041.0001FOR PICKIN,ME,ME-JO,JO,ME-JO-GAS-003,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822148,GASKET COD.041.0002FOR PICKING,ME,ME-JO,JO,ME-JO-GAS-004,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822150,"BONFIG 3PH MOTOR,FLANGD 1.1KW 1.5HP, IE2 EFFICIENCY [BE90S4] 230/400 V, 50HZ",EL,EL-MO,MO,EL-MO-011-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822152,DOORS SAFETY MICRO,CS,CS-MS,MS,CS-MS-DOO-001,
142822153,PNEUMATIC ACTUATORC.M.I,PN,PN-RA,RA,PN-RA-PNE-002,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
142822155,CONNECTEUR CABLE A SOUDER 500A WELDING CALBE CANNECTOR 500A,EL,EL-CA,CA,EL-CA-500-001,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
142822159,"FESTO CYLINDER ADVU-40-10-A-PA 156627 WD08 0,8-10BAR",PN,PN-VE,VE,PN-VE-CYL-014,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
142822160,MANO DETENDEUR + FILTRE0-10 BA,HY,HY-FI,FI,HY-FI-MAN-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
142822162,SEALING RING INA G55 X 63 X 5,ME,ME-JO,JO,ME-JO-055-004,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822164,ELECTRO DISTRIBUTEUR537612WN02,PN,PN-DI,DI,PN-DI-ELE-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
142822167,"""INVERTER NASTRO 440,0.75 kW,S",IN,IN-VA,VA,IN-VA-INV-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822169,PUMP SET OIL FILLINGLINECALENZ,HY,HY-PO,PO,HY-PO-PUM-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
142822170,FLOW METER DOSIMASS CMI,IN,IN-DE,DE,IN-DE-FLO-003,DEBITMETRE [Type] [Plage Débit] [DN/Raccordement] [Sortie]
142822174,CARTE DI ALIMENTATION,EE,EE-CA,CA,EE-CA-CAR-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822175,SERVO MOTOR,EL,EL-MO,MO,EL-MO-SER-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822176,SERVO MOTOR LABELLINGM/C,EL,EL-MO,MO,EL-MO-SER-002,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822180,WASHER MB 16 O2040016 DRG NO: 500200041A,ME,ME-VI,VI,ME-VI-WAS-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
142822181,WASHER MB 12 O2040012 DRG NO: 500200041A,ME,ME-VI,VI,ME-VI-WAS-002,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
142822186,BEARING UNIBAL SS-20 O71620 DRG NO: 500380046A,ME,ME-RO,RO,ME-RO-200-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822190,FILTER FLA 100 O82003100 DRG NO: 500470277A,HY,HY-FI,FI,HY-FI-FIL-007,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
142822191,BELT TYPE Z10 X 7 OPTIMAT O3901007 DRG NO: 500470277A,ME,ME-CO,CO,ME-CO-010-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822220,SOLID STATE RELAY 2X10A 24VDC FOR MAZZONI,EL,EL-RE,RE,EL-RE-002-002,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
142822221,THERMOCOUPLE(RTD)+-80MV MACHOI POUR LES MACHOIRE,IN,IN-TH,TH,IN-TH-THE-008,THERMOCOUPLE [Type: K/J/T] [Longueur Gaine] [Raccordement]
142822222,THERMOCOUPLE(RTD)+-80MV RESIST POUR LES RESISTANCE CIRCULAIRE,IN,IN-TH,TH,IN-TH-THE-009,THERMOCOUPLE [Type: K/J/T] [Longueur Gaine] [Raccordement]
142822223,PROG UNIT ULTRASONIC SENSOR SENSOR=UB100-F77-E2-V31 MAZZONI CODE=2043465,EE,EE-CP,CP,EE-CP-PRO-005,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822229,TSA 80 TRUSTBEARINGCU51202 P12,ME,ME-RO,RO,ME-RO-800-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822231,PNU ELECTROVALVE 2 WAY/2D12494 SIZE=1/2''/SOLENOID COIL NC MAZZONI POSITION NO=CO013,CS,CS-GC,GC,CS-GC-001-001,
142822246,BEARING 22311 EK,ME,ME-RO,RO,ME-RO-223-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822252,ELECTRO DISTRIBUTEUR TYPE MFH-513G 3/8-B,PN,PN-DI,DI,PN-DI-003-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
142822253,BLOC ELECTRO DISTRIBUTEUR TYPE VUVB-SM24,PN,PN-DI,DI,PN-DI-BLO-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
142822254,ELECTRO DISTRIBUTEUR-A TYPE DNC 125-80 PPV -A,PN,PN-DI,DI,PN-DI-ELE-002,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
142822255,BELT 2080 X 80mm 2008723 MLB  500,ME,ME-CO,CO,ME-CO-080-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
